Customer ID,Country,City,State,Postal Code,Region
NW-18400,United States,Tigard,Oregon,97224,West
NZ-18565,United States,Columbus,Ohio,43229,East
ON-18715,United States,Eagan,Minnesota,55122,Central
OT-18730,United States,Los Angeles,California,90045,West
PA-19060,United States,Orland Park,Illinois,60462,Central
PB-18805,United States,Salt Lake City,Utah,84106,West
PB-19105,United States,Evanston,Illinois,60201,Central
PB-19150,United States,Los Angeles,California,90004,West
PB-19210,United States,Tulsa,Oklahoma,74133,Central
PC-18745,United States,San Francisco,California,94122,West
PC-19000,United States,Los Angeles,California,90004,West
PF-19120,United States,Gilbert,Arizona,85234,West
PF-19165,United States,Bloomington,Illinois,61701,Central
PF-19225,United States,San Francisco,California,94122,West
PG-18820,United States,San Francisco,California,94110,West
PG-18895,United States,Rochester,Minnesota,55901,Central
PH-18790,United States,Lakeland,Florida,33801,South
PJ-18835,United States,Murfreesboro,Tennessee,37130,South
PJ-19015,United States,Santa Ana,California,92704,West
PK-18910,United States,Philadelphia,Pennsylvania,19143,East
PK-19075,United States,Madison,Wisconsin,53711,Central
PL-18925,United States,Chicago,Illinois,60610,Central
PM-18940,United States,Jackson,Michigan,49201,Central
PM-19135,United States,Detroit,Michigan,48227,Central
PN-18775,United States,New York City,New York,10009,East
PO-18850,United States,Philadelphia,Pennsylvania,19143,East
PO-18865,United States,Westland,Michigan,48185,Central
PO-19180,United States,Chicago,Illinois,60623,Central
PO-19195,United States,Naperville,Illinois,60540,Central
PP-18955,United States,Smyrna,Georgia,30080,South
PR-18880,United States,Oakland,California,94601,West
PS-18760,United States,Los Angeles,California,90008,West
PS-18970,United States,Chicago,Illinois,60610,Central
PS-19045,United States,Charlotte,North Carolina,28205,South
PT-19090,United States,Houston,Texas,77070,Central
PV-18985,United States,San Francisco,California,94122,West
PW-19030,United States,Richmond,Kentucky,40475,South
PW-19240,United States,Louisville,Colorado,80027,West
QJ-19255,United States,Saint Paul,Minnesota,55106,Central
RA-19285,United States,New York City,New York,10035,East
RA-19885,United States,Los Angeles,California,90049,West
RA-19915,United States,Houston,Texas,77095,Central
RA-19945,United States,Murrieta,California,92563,West
RB-19330,United States,Philadelphia,Pennsylvania,19143,East
RB-19360,United States,Auburn,New York,13021,East
RB-19435,United States,Saint Louis,Missouri,63116,Central
RB-19465,United States,Chicago,Illinois,60610,Central
RB-19570,United States,Columbus,Indiana,47201,Central
RB-19645,United States,North Las Vegas,Nevada,89031,West
RB-19705,United States,Portland,Oregon,97206,West
RB-19795,United States,Gastonia,North Carolina,28052,South
RC-19825,United States,Chicago,Illinois,60610,Central
RC-19960,United States,Columbus,Ohio,43229,East
RD-19480,United States,Olympia,Washington,98502,West
RD-19585,United States,Henderson,Kentucky,42420,South
RD-19660,United States,Saint Peters,Missouri,63376,Central
RD-19720,United States,Daytona Beach,Florida,32114,South
RD-19810,United States,Los Angeles,California,90045,West
RD-19900,United States,Carlsbad,New Mexico,88220,West
RD-19930,United States,Austin,Texas,78745,Central
RE-19405,United States,Kent,Ohio,44240,East
RE-19450,United States,Dallas,Texas,75081,Central
RF-19345,United States,Dover,New Hampshire,3820,East
RF-19735,United States,Trenton,Michigan,48183,Central
RF-19840,United States,New York City,New York,10024,East
RH-19495,United States,Rochester,Minnesota,55901,Central
RH-19510,United States,Providence,Rhode Island,2908,East
RH-19555,United States,Tallahassee,Florida,32303,South
RH-19600,United States,Huntsville,Alabama,35810,South
RK-19300,United States,Philadelphia,Pennsylvania,19140,East
RL-19615,United States,Montgomery,Alabama,36116,South
RM-19375,United States,Houston,Texas,77095,Central
RM-19675,United States,Monroe,Louisiana,71203,South
RM-19750,United States,New York City,New York,10011,East
RO-19780,United States,Memphis,Tennessee,38109,South
RP-19270,United States,Riverside,California,92503,West
RP-19390,United States,Cleveland,Ohio,44105,East
RP-19855,United States,Kenosha,Wisconsin,53142,Central
RR-19315,United States,San Francisco,California,94110,West
RR-19525,United States,Lowell,Massachusetts,1852,East
RS-19420,United States,Seattle,Washington,98115,West
RS-19765,United States,Mount Vernon,New York,10550,East
RS-19870,United States,Burlington,Iowa,52601,Central
RW-19540,United States,Mesa,Arizona,85204,West
RW-19630,United States,Dallas,Texas,75220,Central
RW-19690,United States,Wilmington,North Carolina,28403,South
SA-20830,United States,Chicago,Illinois,60610,Central
SB-20170,United States,New York City,New York,10035,East
SB-20185,United States,Concord,New Hampshire,3301,East
SB-20290,United States,Houston,Texas,77036,Central
SC-20020,United States,Plano,Texas,75023,Central
SC-20050,United States,Norwich,Connecticut,6360,East
SC-20095,United States,Concord,California,94521,West
SC-20230,United States,Arlington,Texas,76017,Central
SC-20260,United States,San Francisco,California,94122,West
SC-20305,United States,Rochester Hills,Michigan,48307,Central
SC-20380,United States,Seattle,Washington,98115,West
SC-20440,United States,Aurora,Colorado,80013,West
SC-20575,United States,Mishawaka,Indiana,46544,Central
SC-20680,United States,Columbus,Georgia,31907,South
SC-20695,United States,Hialeah,Florida,33012,South
SC-20725,United States,Wilmington,Delaware,19805,East
SC-20770,United States,Decatur,Alabama,35601,South
SC-20800,United States,Houston,Texas,77041,Central
SC-20845,United States,Arlington Heights,Illinois,60004,Central
SD-20485,United States,New Rochelle,New York,10801,East
SE-20110,United States,New York City,New York,10009,East
SF-20065,United States,Philadelphia,Pennsylvania,19140,East
SF-20200,United States,Marysville,Washington,98270,West
SF-20965,United States,Dearborn,Michigan,48126,Central
SG-20080,United States,Independence,Missouri,64055,Central
SG-20470,United States,New York City,New York,10011,East
SG-20605,United States,New York City,New York,10009,East
SG-20890,United States,Mcallen,Texas,78501,Central
SH-19975,United States,San Francisco,California,94122,West
SH-20395,United States,Arlington,Virginia,22204,South
SH-20635,United States,Jackson,Tennessee,38301,South
SJ-20125,United States,New Brunswick,New Jersey,8901,East
SJ-20215,United States,Grand Prairie,Texas,75051,Central
SJ-20500,United States,Houston,Texas,77036,Central
SK-19990,United States,Fairfield,Connecticut,6824,East
SL-20155,United States,Jacksonville,Florida,32216,South
SM-20005,United States,New York City,New York,10009,East
SM-20320,United States,Monroe,North Carolina,28110,South
SM-20905,United States,Newark,Ohio,43055,East
SM-20950,United States,Greenville,North Carolina,27834,South
SN-20560,United States,Los Angeles,California,90008,West
SN-20710,United States,Houston,Texas,77041,Central
SO-20335,United States,Fort Lauderdale,Florida,33311,South
SP-20545,United States,New York City,New York,10011,East
SP-20620,United States,Philadelphia,Pennsylvania,19134,East
SP-20650,United States,San Jose,California,95123,West
SP-20860,United States,Philadelphia,Pennsylvania,19143,East
SP-20920,United States,Los Angeles,California,90036,West
SR-20425,United States,Louisville,Colorado,80027,West
SR-20740,United States,New York City,New York,10024,East
SS-20140,United States,Warwick,Rhode Island,2886,East
SS-20410,United States,Los Angeles,California,90008,West
SS-20515,United States,Louisville,Kentucky,40214,South
SS-20590,United States,Seattle,Washington,98115,West
SS-20875,United States,Dallas,Texas,75220,Central
ST-20530,United States,Parma,Ohio,44134,East
SU-20665,United States,Jackson,Mississippi,39212,South
SV-20365,United States,Dover,Delaware,19901,East
SV-20785,United States,Pueblo,Colorado,81001,West
SV-20815,United States,Houston,Texas,77041,Central
SV-20935,United States,New York City,New York,10009,East
SW-20245,United States,Stockton,California,95207,West
SW-20275,United States,Jackson,Mississippi,39212,South
SW-20350,United States,Detroit,Michigan,48227,Central
SW-20455,United States,Suffolk,Virginia,23434,South
SW-20755,United States,New York City,New York,10009,East
SZ-20035,United States,Pico Rivera,California,90660,West
TA-21385,United States,New York City,New York,10024,East
TB-21055,United States,Troy,New York,12180,East
TB-21175,United States,Houston,Texas,77041,Central
TB-21190,United States,Fayetteville,Arkansas,72701,South
TB-21250,United States,New York City,New York,10024,East
TB-21280,United States,Washington,District of Columbia,20016,East
TB-21355,United States,New York City,New York,10009,East
TB-21400,United States,Seattle,Washington,98105,West
TB-21520,United States,Philadelphia,Pennsylvania,19140,East
TB-21595,United States,Columbus,Indiana,47201,Central
TB-21625,United States,Grand Prairie,Texas,75051,Central
TC-20980,United States,Seattle,Washington,98105,West
TC-21145,United States,Lakewood,New Jersey,8701,East
TC-21295,United States,San Diego,California,92024,West
TC-21475,United States,Columbus,Georgia,31907,South
TC-21535,United States,Arlington,Virginia,22204,South
TD-20995,United States,Lowell,Massachusetts,1852,East
TG-21310,United States,Los Angeles,California,90049,West
TG-21640,United States,Long Beach,California,90805,West
TH-21100,United States,Los Angeles,California,90045,West
TH-21115,United States,Philadelphia,Pennsylvania,19140,East
TH-21235,United States,Dallas,Texas,75081,Central
TH-21550,United States,New York City,New York,10035,East
TM-21010,United States,San Francisco,California,94122,West
TM-21490,United States,Oklahoma City,Oklahoma,73120,Central
TN-21040,United States,Phoenix,Arizona,85023,West
TP-21130,United States,Philadelphia,Pennsylvania,19134,East
TP-21415,United States,Seattle,Washington,98115,West
TP-21565,United States,Aurora,Colorado,80013,West
TR-21325,United States,Belleville,New Jersey,7109,East
TS-21085,United States,Phoenix,Arizona,85023,West
TS-21160,United States,Toledo,Ohio,43615,East
TS-21205,United States,Hackensack,New Jersey,7601,East
TS-21340,United States,Houston,Texas,77041,Central
TS-21370,United States,New York City,New York,10035,East
TS-21430,United States,Los Angeles,California,90045,West
TS-21505,United States,Columbia,Tennessee,38401,South
TS-21610,United States,Phoenix,Arizona,85023,West
TS-21655,United States,Milwaukee,Wisconsin,53209,Central
TT-21070,United States,Los Angeles,California,90045,West
TT-21220,United States,Houston,Texas,77041,Central
TT-21265,United States,Los Angeles,California,90045,West
TT-21460,United States,Aurora,Illinois,60505,Central
TW-21025,United States,Scottsdale,Arizona,85254,West
TZ-21580,United States,Louisville,Colorado,80027,West
VB-21745,United States,Columbus,Georgia,31907,South
VD-21670,United States,Columbia,Tennessee,38401,South
VF-21715,United States,Columbus,Indiana,47201,Central
VG-21790,United States,San Diego,California,92037,West
VG-21805,United States,Virginia Beach,Virginia,23464,South
VM-21685,United States,Westfield,New Jersey,7090,East
VM-21835,United States,Newark,Delaware,19711,East
VP-21730,United States,Las Vegas,Nevada,89115,West
VP-21760,United States,San Francisco,California,94109,West
VS-21820,United States,Los Angeles,California,90036,West
VT-21700,United States,Philadelphia,Pennsylvania,19143,East
VW-21775,United States,Medina,Ohio,44256,East
WB-21850,United States,Philadelphia,Pennsylvania,19134,East
XP-21865,United States,San Diego,California,92024,West
YC-21895,United States,San Francisco,California,94110,West
YS-21880,United States,Burlington,North Carolina,27217,South
ZC-21910,United States,Salem,Oregon,97301,West
ZD-21925,United States,San Francisco,California,94109,West
