fact_table_natural_key (txn_id),accm_txn_complete_time
CA-2015-134719,2022-05-14 17:39:04
CA-2015-134747,2022-05-15 07:18:43
CA-2015-134782,2022-05-12 22:49:38
CA-2015-134859,2022-05-11 11:52:46
CA-2015-134894,2022-05-13 02:35:23
CA-2015-134922,2022-05-11 11:33:39
CA-2015-134943,2022-05-13 09:09:54
CA-2015-134992,2022-05-12 20:20:47
CA-2015-135020,2022-05-13 05:32:41
CA-2015-135174,2022-05-14 19:10:44
CA-2015-135251,2022-05-11 13:00:15
CA-2015-135272,2022-05-10 12:45:03
CA-2015-135314,2022-05-11 15:05:27
CA-2015-135363,2022-05-11 05:06:18
CA-2015-135391,2022-05-12 14:43:14
CA-2015-135489,2022-05-14 12:14:44
CA-2015-135510,2022-05-11 19:03:15
CA-2015-135538,2022-05-15 07:15:49
CA-2015-135545,2022-05-13 05:41:16
CA-2015-135580,2022-05-14 07:56:53
CA-2015-135622,2022-05-15 00:39:15
CA-2015-135685,2022-05-12 17:12:18
CA-2015-135727,2022-05-12 21:02:14
CA-2015-135853,2022-05-13 09:28:07
CA-2015-136105,2022-05-13 20:43:55
CA-2015-136147,2022-05-14 23:33:45
CA-2015-136196,2022-05-12 17:45:25
CA-2015-136224,2022-05-14 23:38:36
CA-2015-136378,2022-05-13 12:42:30
CA-2015-136420,2022-05-13 08:01:05
CA-2015-136469,2022-05-11 22:41:50
CA-2015-136658,2022-05-15 01:55:47
CA-2015-136700,2022-05-13 14:19:44
CA-2015-136728,2022-05-10 15:26:21
CA-2015-136735,2022-05-15 06:54:25
CA-2015-136798,2022-05-13 12:24:26
CA-2015-136805,2022-05-14 18:43:02
CA-2015-137064,2022-05-12 00:44:43
CA-2015-137071,2022-05-12 03:26:14
CA-2015-137106,2022-05-12 03:46:14
CA-2015-137113,2022-05-10 13:01:26
CA-2015-137225,2022-05-15 05:37:41
CA-2015-137281,2022-05-14 13:36:19
CA-2015-137302,2022-05-11 08:38:45
CA-2015-137512,2022-05-15 02:21:35
CA-2015-137526,2022-05-12 19:47:43
CA-2015-137603,2022-05-15 00:34:43
CA-2015-137708,2022-05-14 04:42:31
CA-2015-137750,2022-05-11 19:42:42
CA-2015-137897,2022-05-13 01:56:02
CA-2015-137925,2022-05-11 07:57:42
CA-2015-137946,2022-05-12 00:09:38
CA-2015-137974,2022-05-10 21:23:13
CA-2015-138002,2022-05-11 18:17:32
CA-2015-138009,2022-05-13 23:02:38
CA-2015-138219,2022-05-12 19:00:45
CA-2015-138331,2022-05-11 20:46:26
CA-2015-138457,2022-05-13 17:43:38
CA-2015-138485,2022-05-13 09:50:09
CA-2015-138492,2022-05-11 13:27:57
CA-2015-138534,2022-05-13 20:13:31
CA-2015-138625,2022-05-11 13:25:18
CA-2015-138674,2022-05-12 05:59:27
CA-2015-138898,2022-05-11 13:35:19
CA-2015-138954,2022-05-10 16:16:00
CA-2015-139094,2022-05-15 01:15:32
CA-2015-139164,2022-05-13 23:01:46
CA-2015-139248,2022-05-13 20:51:27
CA-2015-139290,2022-05-15 04:08:49
CA-2015-139374,2022-05-13 18:24:21
CA-2015-139584,2022-05-15 05:46:46
CA-2015-139731,2022-05-12 17:00:56
CA-2015-139738,2022-05-12 19:48:27
CA-2015-139780,2022-05-11 12:07:03
CA-2015-139850,2022-05-11 09:41:30
CA-2015-139962,2022-05-11 05:42:30
CA-2015-140025,2022-05-13 06:17:05
CA-2015-140144,2022-05-10 15:04:36
CA-2015-140221,2022-05-13 23:35:38
CA-2015-140375,2022-05-14 03:24:08
CA-2015-140410,2022-05-12 12:38:23
CA-2015-140557,2022-05-13 00:38:56
CA-2015-140718,2022-05-12 10:00:39
CA-2015-140830,2022-05-13 15:45:25
CA-2015-140921,2022-05-12 22:36:32
CA-2015-140984,2022-05-10 13:29:14
CA-2015-141012,2022-05-14 00:45:35
CA-2015-141040,2022-05-12 15:48:33
CA-2015-141145,2022-05-13 23:41:02
CA-2015-141243,2022-05-11 09:04:21
CA-2015-141250,2022-05-12 13:21:54
CA-2015-141327,2022-05-11 05:10:21
CA-2015-141565,2022-05-12 04:50:18
CA-2015-141593,2022-05-13 17:02:58
CA-2015-141740,2022-05-13 01:16:03
CA-2015-141754,2022-05-14 00:56:01
CA-2015-141768,2022-05-10 19:44:55
CA-2015-141810,2022-05-13 21:27:25
CA-2015-141936,2022-05-12 06:13:22
CA-2015-142027,2022-05-13 22:19:17
CA-2015-142041,2022-05-14 00:21:06
CA-2015-142055,2022-05-11 10:16:45
CA-2015-142139,2022-05-10 21:16:51
CA-2015-142202,2022-05-15 08:05:26
CA-2015-142237,2022-05-14 23:45:39
CA-2015-142377,2022-05-15 08:57:57
CA-2015-142419,2022-05-11 23:27:07
CA-2015-142433,2022-05-13 05:06:19
CA-2015-142454,2022-05-14 03:07:35
CA-2015-142475,2022-05-14 03:07:19
CA-2015-142601,2022-05-14 04:10:56
CA-2015-142692,2022-05-10 21:50:20
CA-2015-142734,2022-05-11 09:48:53
CA-2015-142755,2022-05-14 22:11:53
CA-2015-142930,2022-05-11 19:02:32
CA-2015-142937,2022-05-11 16:32:04
CA-2015-142944,2022-05-11 02:02:44
CA-2015-142993,2022-05-12 11:16:33
CA-2015-143077,2022-05-14 00:22:13
CA-2015-143105,2022-05-11 00:41:19
CA-2015-143119,2022-05-12 15:26:29
CA-2015-143147,2022-05-14 06:09:51
CA-2015-143238,2022-05-12 15:59:18
CA-2015-143364,2022-05-12 06:56:35
CA-2015-143490,2022-05-14 17:39:26
CA-2015-143532,2022-05-13 11:41:45
CA-2015-143602,2022-05-13 03:25:27
CA-2015-143616,2022-05-12 13:56:59
CA-2015-143700,2022-05-12 06:42:17
CA-2015-143882,2022-05-11 00:35:52
CA-2015-143980,2022-05-11 01:15:48
CA-2015-144043,2022-05-13 09:18:48
CA-2015-144099,2022-05-11 14:29:32
CA-2015-144190,2022-05-14 03:46:56
CA-2015-144253,2022-05-11 21:36:17
CA-2015-144267,2022-05-12 11:28:50
CA-2015-144274,2022-05-10 13:24:30
CA-2015-144288,2022-05-13 18:50:43
CA-2015-144302,2022-05-12 23:54:37
CA-2015-144386,2022-05-12 17:38:12
CA-2015-144519,2022-05-13 20:45:11
CA-2015-144652,2022-05-15 07:04:28
CA-2015-144722,2022-05-12 15:22:43
CA-2015-144806,2022-05-14 16:57:53
CA-2015-144890,2022-05-11 01:08:57
CA-2015-145065,2022-05-13 02:29:59
CA-2015-145184,2022-05-14 11:14:20
CA-2015-145324,2022-05-11 02:35:11
CA-2015-145352,2022-05-12 22:32:01
CA-2015-145394,2022-05-12 00:08:51
CA-2015-145401,2022-05-15 04:33:35
CA-2015-145415,2022-05-13 05:31:22
CA-2015-145457,2022-05-10 16:07:14
CA-2015-145485,2022-05-11 00:58:08
CA-2015-145758,2022-05-11 04:36:53
CA-2015-145814,2022-05-11 06:13:15
CA-2015-145821,2022-05-12 21:35:49
CA-2015-145828,2022-05-12 13:23:16
CA-2015-145835,2022-05-13 04:32:47
CA-2015-145849,2022-05-13 12:46:13
CA-2015-146038,2022-05-14 00:36:43
CA-2015-146087,2022-05-11 23:20:42
CA-2015-146255,2022-05-15 05:54:08
CA-2015-146262,2022-05-12 03:08:33
CA-2015-146290,2022-05-14 11:41:56
CA-2015-146465,2022-05-14 22:51:17
CA-2015-146486,2022-05-12 00:02:11
CA-2015-146563,2022-05-14 18:29:27
CA-2015-146675,2022-05-13 01:21:36
CA-2015-146696,2022-05-15 00:21:31
CA-2015-146829,2022-05-14 12:38:49
CA-2015-146948,2022-05-13 21:49:39
CA-2015-147011,2022-05-12 10:09:00
CA-2015-147102,2022-05-13 19:26:03
CA-2015-147529,2022-05-10 21:18:17
CA-2015-147690,2022-05-13 15:08:15
CA-2015-147788,2022-05-12 21:38:43
CA-2015-147816,2022-05-12 15:29:52
CA-2015-147830,2022-05-11 15:45:08
CA-2015-147851,2022-05-12 01:43:00
CA-2015-147879,2022-05-14 19:05:50
CA-2015-148180,2022-05-11 01:13:20
CA-2015-148250,2022-05-14 09:16:05
CA-2015-148376,2022-05-11 12:24:59
CA-2015-148432,2022-05-10 17:55:30
CA-2015-148495,2022-05-11 13:32:06
CA-2015-148628,2022-05-12 16:05:22
CA-2015-148635,2022-05-12 15:28:55
CA-2015-148705,2022-05-14 05:07:27
CA-2015-148712,2022-05-12 04:16:22
CA-2015-148859,2022-05-14 10:38:41
CA-2015-148873,2022-05-11 16:14:53
CA-2015-148964,2022-05-11 12:49:35
CA-2015-149083,2022-05-12 15:24:14
CA-2015-149097,2022-05-11 11:30:20
CA-2015-149300,2022-05-13 16:09:27
CA-2015-149342,2022-05-12 20:11:35
CA-2015-149384,2022-05-11 22:44:03
CA-2015-149517,2022-05-12 09:18:28
CA-2015-149566,2022-05-12 12:55:00
CA-2015-149587,2022-05-13 05:46:21
CA-2015-149601,2022-05-12 18:26:16
CA-2015-149636,2022-05-11 16:36:15
CA-2015-149650,2022-05-11 03:25:09
CA-2015-149678,2022-05-10 17:40:44
CA-2015-149713,2022-05-14 05:18:16
CA-2015-149734,2022-05-15 00:01:02
CA-2015-149748,2022-05-11 18:09:03
CA-2015-149811,2022-05-12 23:06:56
CA-2015-149846,2022-05-15 07:39:45
CA-2015-149909,2022-05-12 11:01:10
CA-2015-149972,2022-05-12 20:42:07
CA-2015-149993,2022-05-11 12:32:46
CA-2015-150196,2022-05-11 18:47:11
CA-2015-150308,2022-05-10 16:53:01
CA-2015-150413,2022-05-11 02:54:24
CA-2015-150441,2022-05-13 16:40:57
CA-2015-150511,2022-05-13 09:30:25
CA-2015-150560,2022-05-10 23:26:42
CA-2015-150714,2022-05-10 23:37:31
CA-2015-150749,2022-05-14 22:41:29
CA-2015-150770,2022-05-12 03:22:22
CA-2015-150791,2022-05-11 22:12:57
CA-2015-150875,2022-05-14 17:21:52
CA-2015-151043,2022-05-14 21:34:42
CA-2015-151253,2022-05-10 19:56:30
CA-2015-151470,2022-05-14 10:55:21
CA-2015-151547,2022-05-10 14:10:05
CA-2015-151589,2022-05-10 23:35:37
CA-2015-151624,2022-05-11 01:53:28
CA-2015-151680,2022-05-13 10:40:24
CA-2015-151722,2022-05-13 21:31:25
CA-2015-151785,2022-05-12 11:52:22
CA-2015-151841,2022-05-12 06:10:54
CA-2015-151869,2022-05-11 14:01:39
CA-2015-152513,2022-05-12 01:26:57
CA-2015-152527,2022-05-11 23:14:22
CA-2015-152611,2022-05-11 12:06:00
CA-2015-152681,2022-05-10 21:15:37
CA-2015-152891,2022-05-13 21:20:11
CA-2015-153038,2022-05-12 18:13:27
CA-2015-153073,2022-05-14 17:52:52
CA-2015-153108,2022-05-14 04:57:40
CA-2015-153220,2022-05-15 03:51:40
CA-2015-153325,2022-05-15 00:12:17
CA-2015-153381,2022-05-11 10:48:42
CA-2015-153388,2022-05-11 12:09:47
CA-2015-153416,2022-05-11 14:53:35
CA-2015-153423,2022-05-11 05:29:22
CA-2015-153535,2022-05-11 19:27:41
CA-2015-153549,2022-05-13 01:56:23
CA-2015-153612,2022-05-10 14:30:49
CA-2015-153626,2022-05-13 20:08:41
CA-2015-153717,2022-05-15 03:00:59
CA-2015-153738,2022-05-11 19:07:38
CA-2015-153752,2022-05-12 04:54:10
CA-2015-153794,2022-05-13 06:17:49
CA-2015-153878,2022-05-14 06:12:03
CA-2015-153906,2022-05-12 10:34:10
CA-2015-154144,2022-05-10 13:02:57
CA-2015-154200,2022-05-11 16:51:40
CA-2015-154284,2022-05-12 03:44:33
CA-2015-154291,2022-05-10 13:47:27
CA-2015-154326,2022-05-12 07:36:30
CA-2015-154340,2022-05-11 22:50:49
CA-2015-154620,2022-05-13 07:42:08
CA-2015-154746,2022-05-12 12:16:25
CA-2015-154795,2022-05-11 18:12:43
CA-2015-154823,2022-05-10 23:30:55
CA-2015-154886,2022-05-12 20:28:33
CA-2015-154900,2022-05-11 04:07:04
CA-2015-154921,2022-05-11 01:37:35
CA-2015-154956,2022-05-11 11:43:09
CA-2015-154970,2022-05-12 11:37:56
CA-2015-155040,2022-05-13 14:54:53
CA-2015-155054,2022-05-13 03:43:36
CA-2015-155068,2022-05-12 22:55:31
CA-2015-155124,2022-05-14 07:26:26
CA-2015-155145,2022-05-15 07:05:36
CA-2015-155306,2022-05-12 18:34:47
CA-2015-155334,2022-05-11 03:29:34
CA-2015-155453,2022-05-10 18:10:06
CA-2015-155586,2022-05-14 12:35:51
CA-2015-155600,2022-05-13 07:25:44
CA-2015-155635,2022-05-13 11:12:57
CA-2015-155761,2022-05-13 20:45:50
CA-2015-156013,2022-05-12 01:53:16
CA-2015-156104,2022-05-13 14:52:15
CA-2015-156118,2022-05-14 15:48:04
CA-2015-156146,2022-05-14 19:00:28
CA-2015-156153,2022-05-12 23:00:03
CA-2015-156328,2022-05-14 16:40:34
CA-2015-156335,2022-05-13 18:14:23
CA-2015-156377,2022-05-10 14:55:12
CA-2015-156440,2022-05-11 13:32:16
CA-2015-156482,2022-05-14 10:39:31
CA-2015-156510,2022-05-14 16:04:30
CA-2015-156524,2022-05-14 21:07:27
CA-2015-156566,2022-05-11 17:46:15
CA-2015-156608,2022-05-14 03:54:58
CA-2015-156734,2022-05-14 01:20:11
CA-2015-156755,2022-05-13 21:27:30
CA-2015-156853,2022-05-11 04:17:06
CA-2015-156923,2022-05-11 00:22:33
CA-2015-157028,2022-05-10 21:23:01
CA-2015-157035,2022-05-13 10:10:40
CA-2015-157084,2022-05-10 22:29:12
CA-2015-157133,2022-05-13 18:02:10
CA-2015-157287,2022-05-14 02:29:29
CA-2015-157322,2022-05-11 14:33:25
CA-2015-157343,2022-05-15 08:16:42
CA-2015-157434,2022-05-11 07:55:15
CA-2015-157770,2022-05-13 21:30:57
CA-2015-157805,2022-05-13 15:42:54
CA-2015-157812,2022-05-11 19:26:47
CA-2015-157959,2022-05-14 03:28:36
CA-2015-158148,2022-05-11 08:31:06
CA-2015-158323,2022-05-10 20:54:04
CA-2015-158351,2022-05-12 03:58:26
CA-2015-158421,2022-05-12 01:45:41
CA-2015-158456,2022-05-14 20:00:23
CA-2015-158491,2022-05-14 20:04:17
CA-2015-158554,2022-05-11 09:53:22
CA-2015-158659,2022-05-14 15:28:21
CA-2015-158701,2022-05-12 00:29:58
CA-2015-158792,2022-05-13 06:57:45
CA-2015-158918,2022-05-11 19:24:29
CA-2015-158939,2022-05-11 19:12:38
CA-2015-159380,2022-05-11 06:42:32
CA-2015-159534,2022-05-14 13:19:45
CA-2015-159590,2022-05-12 04:36:58
CA-2015-159779,2022-05-11 15:19:27
CA-2015-159786,2022-05-14 01:39:33
CA-2015-159863,2022-05-13 13:31:35
CA-2015-160059,2022-05-14 04:18:06
CA-2015-160171,2022-05-11 19:31:10
CA-2015-160213,2022-05-13 14:59:24
CA-2015-160227,2022-05-12 20:04:50
CA-2015-160472,2022-05-15 04:44:36
CA-2015-160696,2022-05-14 21:39:07
CA-2015-160787,2022-05-12 05:08:39
CA-2015-160794,2022-05-12 11:51:41
CA-2015-160864,2022-05-11 22:07:27
CA-2015-161214,2022-05-11 13:01:37
CA-2015-161242,2022-05-10 19:18:58
CA-2015-161263,2022-05-11 09:28:46
CA-2015-161445,2022-05-10 21:15:03
CA-2015-161452,2022-05-13 05:44:41
CA-2015-161627,2022-05-12 20:22:35
CA-2015-161711,2022-05-11 22:05:26
CA-2015-161718,2022-05-10 14:01:45
CA-2015-161767,2022-05-14 16:36:00
CA-2015-161795,2022-05-14 09:52:27
CA-2015-161830,2022-05-12 13:48:01
CA-2015-161998,2022-05-14 22:39:49
CA-2015-162047,2022-05-12 19:47:41
CA-2015-162166,2022-05-11 10:44:11
CA-2015-162201,2022-05-10 15:01:05
CA-2015-162369,2022-05-10 12:10:00
CA-2015-162376,2022-05-13 17:25:32
CA-2015-162537,2022-05-11 14:07:37
CA-2015-162544,2022-05-10 20:28:54
CA-2015-162607,2022-05-13 15:08:41
CA-2015-162621,2022-05-11 13:13:06
CA-2015-162761,2022-05-14 05:47:28
CA-2015-162782,2022-05-12 08:32:33
CA-2015-162887,2022-05-13 03:57:57
CA-2015-162950,2022-05-14 02:08:29
CA-2015-162964,2022-05-10 23:46:20
CA-2015-163055,2022-05-10 17:34:37
CA-2015-163090,2022-05-13 22:58:44
CA-2015-163104,2022-05-13 00:23:42
CA-2015-163181,2022-05-11 07:08:27
CA-2015-163237,2022-05-12 01:52:18
CA-2015-163440,2022-05-13 15:32:35
CA-2015-163587,2022-05-11 02:56:07
CA-2015-163734,2022-05-14 17:47:17
CA-2015-163762,2022-05-13 22:05:02
CA-2015-163895,2022-05-11 18:23:52
CA-2015-163923,2022-05-13 10:04:52
CA-2015-163965,2022-05-13 05:19:09
CA-2015-164007,2022-05-13 07:21:29
CA-2015-164084,2022-05-11 08:02:01
CA-2015-164301,2022-05-14 22:28:08
CA-2015-164336,2022-05-11 20:49:51
CA-2015-164427,2022-05-14 03:13:40
CA-2015-164441,2022-05-11 05:38:06
CA-2015-164497,2022-05-12 10:12:23
CA-2015-164539,2022-05-12 10:48:42
CA-2015-164567,2022-05-13 22:52:46
CA-2015-164623,2022-05-13 14:17:42
CA-2015-164777,2022-05-14 04:08:17
CA-2015-164833,2022-05-12 07:08:03
CA-2015-164882,2022-05-11 14:58:37
CA-2015-165050,2022-05-14 23:39:48
CA-2015-165057,2022-05-14 14:02:10
CA-2015-165085,2022-05-11 15:26:16
CA-2015-165162,2022-05-14 04:48:13
CA-2015-165414,2022-05-13 04:37:15
CA-2015-165554,2022-05-11 05:35:21
CA-2015-165624,2022-05-10 22:24:03
CA-2015-165799,2022-05-13 03:53:23
CA-2015-165813,2022-05-12 11:57:37
CA-2015-166135,2022-05-14 08:33:40
CA-2015-166219,2022-05-11 02:11:20
CA-2015-166338,2022-05-11 09:42:23
CA-2015-166464,2022-05-11 19:27:04
CA-2015-166492,2022-05-14 17:19:40
CA-2015-166583,2022-05-14 21:38:13
CA-2015-166604,2022-05-14 09:05:45
CA-2015-166800,2022-05-14 05:53:37
CA-2015-166947,2022-05-12 04:48:03
CA-2015-166975,2022-05-14 22:24:25
CA-2015-167010,2022-05-12 13:56:04
CA-2015-167255,2022-05-13 06:49:41
CA-2015-167269,2022-05-12 11:55:09
CA-2015-167374,2022-05-12 20:33:40
CA-2015-167479,2022-05-10 18:57:52
CA-2015-167696,2022-05-14 03:33:08
CA-2015-167745,2022-05-13 02:59:00
CA-2015-168004,2022-05-10 22:39:47
CA-2015-168088,2022-05-12 08:07:10
CA-2015-168186,2022-05-14 07:42:48
CA-2015-168207,2022-05-12 08:36:01
CA-2015-168277,2022-05-14 21:12:15
CA-2015-168459,2022-05-11 02:27:30
CA-2015-168480,2022-05-12 13:38:36
CA-2015-168529,2022-05-15 01:40:33
CA-2015-168564,2022-05-10 16:06:04
CA-2015-168634,2022-05-14 23:49:13
CA-2015-168746,2022-05-12 12:11:33
CA-2015-168760,2022-05-13 03:40:21
CA-2015-168767,2022-05-14 08:39:40
CA-2015-168809,2022-05-14 10:51:53
CA-2015-169201,2022-05-14 16:56:11
CA-2015-169278,2022-05-10 16:37:45
CA-2015-169299,2022-05-11 07:59:13
CA-2015-169397,2022-05-11 23:28:54
CA-2015-169537,2022-05-13 22:37:44
CA-2015-169572,2022-05-13 19:21:23
CA-2015-169656,2022-05-14 14:52:52
CA-2015-169677,2022-05-11 15:27:26
CA-2015-169733,2022-05-13 00:13:48
CA-2015-169740,2022-05-14 15:12:28
CA-2015-169796,2022-05-11 01:32:29
CA-2016-100041,2022-05-14 17:43:05
CA-2016-100083,2022-05-14 07:09:05
CA-2016-100153,2022-05-12 10:28:33
CA-2016-100244,2022-05-14 04:38:44
CA-2016-100300,2022-05-14 09:47:47
CA-2016-100307,2022-05-11 01:03:25
CA-2016-100468,2022-05-14 03:36:50
CA-2016-100510,2022-05-13 21:10:18
CA-2016-100587,2022-05-10 21:41:12
CA-2016-100671,2022-05-10 13:13:46
CA-2016-100790,2022-05-11 14:02:49
CA-2016-100944,2022-05-11 21:31:36
CA-2016-100965,2022-05-10 22:18:39
CA-2016-100993,2022-05-14 12:52:20
CA-2016-101161,2022-05-15 00:22:47
CA-2016-101168,2022-05-10 17:09:59
CA-2016-101189,2022-05-13 04:46:57
CA-2016-101329,2022-05-10 16:25:10
CA-2016-101336,2022-05-15 01:59:13
CA-2016-101343,2022-05-12 14:25:28
CA-2016-101378,2022-05-11 18:25:34
CA-2016-101385,2022-05-10 22:52:43
CA-2016-101448,2022-05-11 20:10:58
CA-2016-101469,2022-05-10 20:05:35
CA-2016-101525,2022-05-13 06:40:38
CA-2016-101546,2022-05-12 04:07:53
CA-2016-101623,2022-05-13 16:00:47
CA-2016-101630,2022-05-13 10:45:01
CA-2016-101651,2022-05-11 05:55:36
CA-2016-101672,2022-05-14 15:27:32
CA-2016-101693,2022-05-14 12:17:37
CA-2016-101742,2022-05-13 08:20:30
CA-2016-101791,2022-05-12 10:10:45
CA-2016-101938,2022-05-12 07:10:27
CA-2016-101966,2022-05-15 01:31:42
CA-2016-101980,2022-05-14 03:53:53
CA-2016-101987,2022-05-12 18:20:03
CA-2016-102092,2022-05-14 21:37:31
CA-2016-102127,2022-05-14 19:53:10
CA-2016-102134,2022-05-14 10:07:44
CA-2016-102162,2022-05-12 17:46:48
CA-2016-102456,2022-05-11 00:25:20
CA-2016-102498,2022-05-11 23:23:09
CA-2016-102561,2022-05-10 16:29:45
CA-2016-102596,2022-05-14 21:00:35
CA-2016-102792,2022-05-12 12:10:49
CA-2016-102813,2022-05-14 08:22:10
CA-2016-102932,2022-05-13 14:22:25
CA-2016-102981,2022-05-12 06:52:23
CA-2016-103037,2022-05-13 08:40:01
CA-2016-103107,2022-05-14 14:09:58
CA-2016-103128,2022-05-11 11:14:40
CA-2016-103163,2022-05-14 15:40:05
CA-2016-103359,2022-05-14 22:59:27
CA-2016-103464,2022-05-13 05:27:22
CA-2016-103709,2022-05-15 04:12:03
CA-2016-103730,2022-05-11 21:12:47
CA-2016-103891,2022-05-10 23:05:53
CA-2016-103919,2022-05-15 02:28:56
CA-2016-103947,2022-05-10 20:38:18
CA-2016-103982,2022-05-11 15:51:21
CA-2016-104150,2022-05-12 05:04:15
CA-2016-104157,2022-05-13 21:06:41
CA-2016-104276,2022-05-11 01:09:32
CA-2016-104311,2022-05-11 01:30:27
CA-2016-104633,2022-05-11 20:19:40
CA-2016-104689,2022-05-12 13:14:11
CA-2016-104969,2022-05-13 16:39:46
CA-2016-104983,2022-05-10 20:18:35
CA-2016-105018,2022-05-11 06:50:58
CA-2016-105081,2022-05-14 16:00:19
CA-2016-105207,2022-05-10 20:22:23
CA-2016-105256,2022-05-14 18:20:22
CA-2016-105263,2022-05-15 02:23:32
CA-2016-105277,2022-05-11 05:25:32
CA-2016-105284,2022-05-14 21:52:19
CA-2016-105291,2022-05-12 07:20:30
CA-2016-105354,2022-05-12 02:48:17
CA-2016-105459,2022-05-13 15:55:56
CA-2016-105473,2022-05-14 17:33:32
CA-2016-105494,2022-05-13 03:59:21
CA-2016-105585,2022-05-14 10:33:42
CA-2016-105662,2022-05-12 04:28:11
CA-2016-105732,2022-05-12 14:44:22
CA-2016-105746,2022-05-14 14:24:31
CA-2016-105753,2022-05-10 21:52:19
CA-2016-105760,2022-05-11 19:53:18
CA-2016-105781,2022-05-12 22:18:40
CA-2016-105816,2022-05-13 13:51:56
CA-2016-105900,2022-05-11 05:23:19
CA-2016-105963,2022-05-11 19:02:17
CA-2016-106075,2022-05-11 23:49:07
CA-2016-106243,2022-05-13 16:40:48
CA-2016-106278,2022-05-12 16:47:58
CA-2016-106306,2022-05-13 15:32:12
CA-2016-106341,2022-05-12 08:32:42
CA-2016-106383,2022-05-13 23:36:34
CA-2016-106397,2022-05-15 03:57:32
CA-2016-106460,2022-05-12 10:02:28
CA-2016-106530,2022-05-12 17:45:20
CA-2016-106558,2022-05-13 18:45:31
CA-2016-106621,2022-05-11 00:36:29
CA-2016-106656,2022-05-11 14:00:33
CA-2016-106894,2022-05-10 21:43:58
CA-2016-106915,2022-05-14 08:59:59
CA-2016-106950,2022-05-11 08:54:46
CA-2016-107104,2022-05-14 07:46:25
CA-2016-107146,2022-05-11 18:33:12
CA-2016-107202,2022-05-13 05:43:13
CA-2016-107216,2022-05-12 19:30:45
CA-2016-107328,2022-05-13 07:59:23
CA-2016-107475,2022-05-12 03:42:03
CA-2016-107615,2022-05-13 22:28:20
CA-2016-107783,2022-05-13 21:39:42
CA-2016-107790,2022-05-10 13:19:29
CA-2016-108056,2022-05-15 01:53:49
CA-2016-108105,2022-05-10 13:15:14
CA-2016-108196,2022-05-14 20:20:07
CA-2016-108210,2022-05-15 04:56:00
CA-2016-108224,2022-05-14 21:21:25
CA-2016-108350,2022-05-15 06:58:06
CA-2016-108364,2022-05-11 02:01:37
CA-2016-108434,2022-05-10 17:51:07
CA-2016-108567,2022-05-11 19:54:28
CA-2016-108581,2022-05-14 20:38:40
CA-2016-108616,2022-05-14 13:14:53
CA-2016-108630,2022-05-13 15:48:38
CA-2016-108644,2022-05-13 01:46:39
CA-2016-108735,2022-05-13 18:11:34
CA-2016-108868,2022-05-14 01:28:44
CA-2016-108875,2022-05-15 08:38:29
CA-2016-108882,2022-05-12 11:06:39
CA-2016-108959,2022-05-13 04:11:12
CA-2016-108987,2022-05-13 15:35:04
CA-2016-109057,2022-05-13 23:00:37
CA-2016-109176,2022-05-11 06:54:02
CA-2016-109344,2022-05-11 22:36:03
CA-2016-109365,2022-05-14 01:44:35
CA-2016-109400,2022-05-11 01:25:16
CA-2016-109407,2022-05-14 07:50:35
CA-2016-109652,2022-05-14 17:17:35
CA-2016-109666,2022-05-10 20:46:40
CA-2016-109722,2022-05-12 20:44:27
CA-2016-109743,2022-05-11 00:32:44
CA-2016-109806,2022-05-12 18:56:01
CA-2016-109820,2022-05-14 11:54:31
CA-2016-109827,2022-05-12 13:59:39
CA-2016-109869,2022-05-15 00:25:43
CA-2016-109911,2022-05-13 22:43:36
CA-2016-109925,2022-05-12 03:50:08
CA-2016-109953,2022-05-15 02:48:31
CA-2016-110009,2022-05-12 18:46:33
CA-2016-110023,2022-05-12 14:57:30
CA-2016-110044,2022-05-10 23:58:53
CA-2016-110086,2022-05-14 20:54:44
CA-2016-110254,2022-05-10 22:45:29
CA-2016-110366,2022-05-13 19:01:55
CA-2016-110492,2022-05-12 02:17:01
CA-2016-110499,2022-05-12 19:49:37
CA-2016-110730,2022-05-13 23:27:55
CA-2016-110772,2022-05-13 11:21:53
CA-2016-110898,2022-05-14 20:47:46
CA-2016-110975,2022-05-15 08:35:48
CA-2016-110982,2022-05-14 07:40:30
CA-2016-111010,2022-05-13 18:33:50
CA-2016-111115,2022-05-15 02:25:06
CA-2016-111143,2022-05-11 14:06:00
CA-2016-111213,2022-05-15 00:56:22
CA-2016-111283,2022-05-12 05:49:50
CA-2016-111318,2022-05-14 19:20:04
CA-2016-111409,2022-05-11 20:27:26
CA-2016-111416,2022-05-13 20:17:32
CA-2016-111493,2022-05-11 04:16:41
CA-2016-111605,2022-05-12 08:23:14
CA-2016-111682,2022-05-11 16:00:51
CA-2016-111696,2022-05-14 15:19:34
CA-2016-111794,2022-05-12 07:18:13
CA-2016-111913,2022-05-11 14:12:16
CA-2016-111941,2022-05-14 20:10:36
CA-2016-111976,2022-05-12 05:15:07
CA-2016-112025,2022-05-13 20:01:50
CA-2016-112060,2022-05-13 15:50:53
CA-2016-112102,2022-05-10 16:45:41
CA-2016-112109,2022-05-12 07:47:25
CA-2016-112123,2022-05-12 21:48:43
CA-2016-112256,2022-05-11 13:58:18
CA-2016-112277,2022-05-13 14:16:40
CA-2016-112340,2022-05-14 18:04:16
CA-2016-112382,2022-05-11 14:30:50
CA-2016-112389,2022-05-13 13:46:10
